,Brand,Type,Scent,Visuals,Colors,Gender*Sex,URL,Other Info,Group
257,Better Natured,Hair Dye,Tropical fruity,Floral pattern,"Black, Red, White",Female,https://www.sallybeauty.com/hair-color/shop-by-type/permanent-hair-color/4vv-medium-intense-violet-permanent-liqui-cr%C3%A8me-hair-color/SBS-019368.html?_gl=1*1yuv4nk*_up*MQ..&gclid=CjwKCAjw1920BhA3EiwAJT3lSZmREaYH0REmtEBFvC5rhVmhD7vSnoXi1KZJCVasa8S3RtNxT8uehRoCq38QAvD_BwE,"Vegan, plant milk blend, clean",hair care
258,Citrus Magic,Air freshener spray,Tropical Lemon,Lemons,"Yellow, white",,https://www.amazon.com/Citrus-Magic-Natural-Eliminating-Freshener/dp/B00FHXDVVK?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=ATVPDKIKX0DER&th=1,,air fresheners
259,T3,"AireBrush One-Step Smoothing, Volumizing Hair Dryer Brush",,,"white, black, rose gold",Female,https://www.ulta.com/p/airebrush-one-step-smoothing-volumizing-hair-dryer-brush-pimprod2040634?sku=2615449,,hair care
260,Tom's,Aluminum Free Deodorant,,,"Blue, green, white",,https://www.tomsofmaine.com/products/deodorant-antiperspirant/deodorant/unscented,,deodorants
261,Doc Johnson Golden Girl,Anal Jelly Lubricant,,Female butt,"Photo, yellow",Female,https://www.pinkcherry.com/cdn/shop/products/media_d5b6e12e-e095-427f-bee9-a9c089cc9c68.jpg?v=1571482857&width=990,,contraception & safe sex
262,Foria Wellness,Anal Relaxation Suppositories,,Flowers,Blush Pink,Female,https://www.foriawellness.com/cdn/shop/files/Intimacy-4-box-product-emerging-straight-on--1430_1600x.png?v=1687551314,,contraception & safe sex
263,Intimate Earth,"Anal Relaxing Serum, Gel",,,"Yellow, Gold, brown",,https://www.pinkcherry.com/cdn/shop/products/media_f386d09d-a5cf-4a44-a673-89cb86bbb945.jpg?v=1571484172&width=990,"No specific gender*sex indiciated, though traditional type of used as well as colors, design would speak more to females",contraception & safe sex
264,Sensuva,Anti-Bacterial Toy Cleaner,,,"White, Silver, Black",,https://www.pinkcherry.com/cdn/shop/products/media_b60e2587-42d0-4a22-9ea1-fe552c4b24d2.jpg?v=1636525837,Doesn't seem to be geared toward specific gender*sex,contraception & safe sex
265,System Jo,Clitoral Stimulant Gel,,,"Bright Pink, White",Female,https://www.pinkcherry.com/cdn/shop/products/media_ca468e20-f754-440f-9da8-34d86898bdb1.jpg?v=1571485058&width=990,,contraception & safe sex
266,Nad's,Cream,,Bare Male chest,"white, gray, blue",Male,https://target.scene7.com/is/image/Target/GUEST_6ba85c50-d1cb-4e90-9c04-6442d3a80574?wid=1200&hei=1200&qlt=80&fmt=webp,none,hair removal
267,PUPUPE,Cream,,,"white, red",,https://m.media-amazon.com/images/I/71E2BtxH5IL._SX679_.jpg,none,hair removal
268,SYABO,Cream,,,"mint, black",,https://m.media-amazon.com/images/I/51ZtjpesEsL._SX679_.jpg,none,hair removal
269,OUAI,CURL CRÈME,,,"Peach, black",,https://images.accentuate.io/?image=https%3A%2F%2Fcdn.accentuate.io%2F4828525658182%2F1614036540558%2FProduct-Curl-Creme-1-1600x1620.jpg%3Fv%3D0&c_options=w_1080,"Defines curls, tames frizz, adds shine",hair care
270,Mitchum,Deodorant,,,"green, light blue, white",Male,https://www.walgreens.com/store/c/mitchum-power-gel-anti-perspirant--deodorant-unscented/ID=prod3335494-product?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,,deodorants
271,Mitchum,deodorant,,,"Dark Green, light blue, yellow",Male,https://www.walmart.com/ip/Mitchum-Men-Powerful-Anti-Sweat-Antiperspirant-Deodorant-Roll-On-Unscented-3-4-oz/34997900,,deodorants
272,Ban,Deodorant,,"rabbit, droplets","Lime green, dark green, light blue",,https://www.cvs.com/shop/ban-24-hour-antiperspirant-deodorant-roll-on-unscented-3-5-oz-prodid-356592,,deodorants
273,Clinique,deodorant,,,"Pastel green, black",,https://www.clinique.com/product/1686/5678/skincare/hand-body-care/antiperspirant-deodorant-roll-on?size=75ml,,deodorants
274,Eucerin,deodorant,,,"White, red, pink",,https://www.perfumesclub.us/en/eucerin/ph5-desodorante-roll-on/p_27697,,deodorants
275,Dr. Clark Store,deodorant,,,"Yellow, orange, pink",,https://drclarkstore.com/products/zinc-oxide-deodorant-roll-on-3-oz?variant=39941153292459,,deodorants
276,Morning After Pill Emergency Contraceptive,"Emergency Contraception,  Contraceptive",,,"Royal blue, white, light blue ",Female,https://www.amazon.com/Cadence-OTC-Emergency-Contraceptive-Levonorgestrel/dp/B0CV6X5WFQ,"Cadence OTC ( brand,  company of this morning after-pill) claims to be a Public Benefit Corporation, every purchase supports their efforts to donate essential healthcare products to colleges, clinics.",contraception & safe sex
277,Plan B One-Step,"Emergency Contraception,  Contraceptive ",,,"Blue, green, pink, white",Female,https://www.cvs.com/shop/plan-b-one-step-emergency-contraceptive-tablet-prodid-876669,"This is top OB, GYN recommended brand of emergency contraception.",contraception & safe sex
278,Julie ,"Emergency Contraception,  Contraceptive ",,large pink letters,"White, blue, pink",Female,https://www.cvs.com/shop/julie-emergency-contraceptive-tablet-prodid-278496,Julie has introduced a new two-count pack of its emergency contraception priced at $70.,contraception & safe sex
279,Aftera,"Emergency Contraception,  Contraceptive.",,"colorful mix of square, rectangular shapes","Pink, gray, white ",Female,https://www.cvs.com/shop/aftera-levonorgestrel-emergency-contraceptive-tablet-prodid-966195?skuId=966195&cgaa=QWxsb3dHb29nbGVUb0FjY2Vzc0NWU1BhZ2Vz," sooner you will take it, more effective it will be.",contraception & safe sex
280,EContra One-Step,Emergency Contraceptive ,,,"Light blue, white, light green ",Female,https://www.amazon.com/One-Step%C2%AE-Emergency-Contraceptive-Levonorgestrel-Compares/dp/B0CQBMT7FM,"According to EContra One-Step, you can start or resume your chosen method of birth control immediately with no waiting required.",contraception & safe sex
281,SheWise,Emergency Contraceptive ,,"big purple letters, flower ","Purple, pink, white ",Female,https://www.riteaid.com/shop/shewise-emergency-contraceptive-tablet-1-5mg,"Since Levonorgestrel is active ingredient, it is available over--counter, most effective when taken within 72 hours after intercourse. However, Ulipristal acetate requires a prescription, can be effective up to 5 days after an intercourse.",contraception & safe sex
282,ellaOne,Emergency Contraceptive ,,,"Yellow, purple, white, ",Female,https://www.ellaone.co.uk/all-you-need-to-know-about-taking-ellaone/,"According to ellaOne, in clinical trials, ellaOne has been shown to reduce pregnancy rates to just 9 in 1000 when taken within 24 hours of unprotected intercourse, thanks to Ulipristal Acetate.",contraception & safe sex
283,Sliquid ,Femine Wash,,,"Blue, light blue",Female,https://www.pinkcherry.com/cdn/shop/products/media_78c906b1-a890-4bfd-99e4-419f24b0a5ac.jpg?v=1571483045&width=990,,contraception & safe sex
284,White Rain,Hairspray,,,"White, blue, green",,https://www.amazon.com/White-Rain-Advanced-Formula-Extra/dp/B000GCXYNW?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A47UE61OAGKO4,,hair care
285,System Jo,Male Genital Desensitizing spray,,,"Black, Gold",Male,https://www.pinkcherry.com/cdn/shop/products/media_7ad3070d-3734-4a6d-b16e-f68956dc8f41.jpg?v=1710826127&width=990,,contraception & safe sex
286,Pound Stud 100,Male Genital Desensitizing Spray,,,"Black, image",Male,https://www.pinkcherry.com/cdn/shop/products/media_46e8ea28-dadb-4701-81a7-3e2bfa799fdf.jpg?v=1571483327&width=990,,contraception & safe sex
287,Levonorgestrel 1.5 mg tablet P,Morning After-pill,,,"White, pink, black ",Female,https://thelowdown.com/contraceptives/morning-after-pill,It claims to be 97-98% effective in preventing pregnancy.,contraception & safe sex
288,Ella,Morning after-pill ,,"large pink, blue letters","Purple, blue, pink ",Female,https://www.ella-now.com/,"Ella contains ulipristal acetate as its active ingredient, while other morning-after pills typically use levonorgestrel.",contraception & safe sex
289,Bloomi,Oil-Based Lubricant ,,,"Light blue, black",Female,https://thebloomi.com/cdn/shop/products/BloomiEssentials10_1680x.jpg?v=1662579828,,contraception & safe sex
290,IGK,Permanent color ,,Long pink hair ,"Pink, White, Black",,https://a.co/d/2kQDnI0,,hair care
291,Doc Johnson ie:Intimate Enhancements,"Personal Intimacy cream, gel, lubricant",,,"Purple, White, Black",Male,https://www.pinkcherry.com/cdn/shop/products/media_cd69fc58-e38a-407e-bc19-4348c92c6934.jpg?v=1712122296&width=990,"Type of product leads to male usage, not any words or verbiage directly on product cover",contraception & safe sex
292,New Earth Trading,Prostate Stimulating Gel,,Teal abstract lines,"Teal, Silver, Black",Male,https://www.pinkcherry.com/cdn/shop/products/media_626777c4-c612-444f-a4ca-3afc95844e12.jpg?v=1601530330&width=990,"Clearly indicated prostate, design would speak more traditionally towards male customers",contraception & safe sex
293,Billie,Razor,,,"coral, blue, orange",Female,https://www.amazon.com/Billie-Razors-Women-Shave-Kit/dp/B0CQ2YRH79,product is available in a variety of bright colors,hair removal
294,Good Dye Young,Semi-Permanent Hair Dye,,,"blue, brown, black",,https://a.co/d/7KQBaEP,,hair care
295,ie: Intimate Enhancements,"Sensitivity Enhancing Lubricant, Gel",,,"White, Light Blue, black",Female,https://www.pinkcherry.com/cdn/shop/files/6302c6cebc908ee1d9536885f500a685.jpg?v=1718689043&width=990,"While container itself isn't seemingly advertised to male or female, nor does it say it on product, product itself is clearly used female genitalia ",contraception & safe sex
296,Pure Romance,Silicone Based Lubricant,,,"Purple, light purple",,https://pureromance.com/cdn/shop/files/PurePleasure_web.png?v=1706302677,,contraception & safe sex
297,Aroused AF,Stimulation Intensifier Gel,,,"White, Dark Pink",,https://www.pinkcherry.com/cdn/shop/products/media_fc056ea0-0597-4780-a801-a15282c61cfd.jpg?v=1607754566&width=990,,contraception & safe sex
298,CHI,Styling ,,,"Black, Red, Gold",,https://chi.com/chi-products/chi-tools/chi-original-1-ceramic-hairstyling-iron/,,hair care
299,Kitsch,Styling Flexi Rods ,,,"rose pink, black, brown",Female,https://www.ulta.com/p/rosewood-satin-flexi-rods-pimprod2034437?sku=2598487,,hair care
300,OLAPLEX,styling hair shine,,,"gold, black",,https://www.amazon.com/dp/B07VR1NDSQ?tag=people-onsite-prod-20&ascsubtag=8385531%7Cn5c875759324f4abcac398d26cee8684b22%7CB07VR1NDSQ%7C1720305805520%7C%7C,,hair care
301,Pure Romance,Vaginal Tightening Cream,,,"Pink, Dark Pink",Female,https://pureromance.com/cdn/shop/products/PR_LikeAVirgin_05oz-tube_WEB_d189791d-572b-429e-a739-65f08bd432e4.png?v=1666258582,,contraception & safe sex
302,Wicked Sensual Care,Warming Intimate Toy Lubricant,,,"Grey, Red, Black",,https://www.pinkcherry.com/cdn/shop/products/media_06ad190e-5c8d-4c25-99af-8df2a96fa105.jpg?v=1686374937&width=990," look of, can reminds me of men's shaving cream - this could produce unintentional gender-specific bias",contraception & safe sex
303,Madison Reed,Permanent Hair Dye ,,Blond hair,"White, yellow",,https://a.co/d/5slwOl0,,hair care
304,Glyde ,Dental Dam,Vanilla,,"beige, purple, pink",Female,https://worldcondoms.com/collections/dental-dams/products/sheer-glyde-dams-creme-box-4?variant=31237280563340,"vegan, fda approved",contraception & safe sex
305,Woo,Lubricant,vanilla cupcakes,,"black, white ",,https://woomoreplay.com/products/coconut-love-oil?variant=43638858835&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1&gclid=Cj0KCQjw-uK0BhC0ARIsANQtgGNaWJuyg9DhfcEaHJ6fKppBrty2Pwug3u9PvJYhWLsK52Itd8XMDXoaAn7CEALw_wcB,,contraception & safe sex
306,Nad's,Body Butter,"Vanilla, Shea Butter",Female legs,"yellow, brown, white",,https://target.scene7.com/is/image/Target/GUEST_ce4f81ab-ee88-4094-93d5-2662486346cd?wid=1200&hei=1200&qlt=80&fmt=webp,none,hair removal
307,Completely Bare,Foaming Spray,"Volcanic Ash, Shea Butter",Female legs,"Purple, green, white",,https://target.scene7.com/is/image/Target/GUEST_c375553b-d87e-4acc-9121-805a71558cbe?wid=1200&hei=1200&qlt=80&fmt=webp,,hair removal
308,Handcraft Blends,Diffusable Essential Oils,Wanderlust,"Hotel, Art Deco Patterning","Black, Gold, White",,https://m.media-amazon.com/images/I/71-oi5W9c+L._AC_SX679_.jpg,,air fresheners
309,Nair,Facial Cream,Watermelon,Watermelons,"peach, pink, green",,https://target.scene7.com/is/image/Target/GUEST_4e42aab8-1af8-49eb-9f9d-cd6e25bce087?wid=1200&hei=1200&qlt=80&fmt=webp,none,hair removal
310,Little Genie Pro Blow,Flavored Oral Sex Gel,Watermelon,Watermelon,"Silver, Black, Pink",Male,https://www.pinkcherry.com/cdn/shop/products/media_95535df1-4ff0-4197-858b-da31b0adb770.jpg?v=1662010367&width=990," says use ""blow jobs"" indicating usage on male recipients ",contraception & safe sex
311,LubeLife WATER-BASED WATERMELON FLAVORED LUBRICANT,Lubricant,Watermelon,Watermelon,"Green, Red",,https://www.lubelife.com/products/watermelon-flavored-lubricant,"moto ""always wet, always juicy""",contraception & safe sex
312,Secret,Antiperspirant Dry Spray ,White Peach ,"Peaches, leaves ","White, Blue, Light Orange ",,https://secret.com/en-us/shop/antiperspirant-dry-spray/white-peach,,deodorants
313,Folkculture,Diffusable Essential Oils,"White Sage, Mint","Stars, Crystal Ball, Third Eye","Amber, Green, Black ",Female,https://m.media-amazon.com/images/I/81j7bncRwwL._AC_SL1500_.jpg,Part of a 6 pack of scents,air fresheners
314,Folkculture,Diffusable Essential Oils,"White Sage, Mint","Stars, Crystal Ball, Third Eye","Amber, Green, Black ",Female,https://m.media-amazon.com/images/I/81j7bncRwwL._AC_SL1500_.jpg,Part of a 6 pack of scents,air fresheners
315,Folkculture,Diffusable Essential Oils,"White Sage, Mint","Stars, Crystal Ball, Third Eye","Amber, Green, Black ",Female,https://m.media-amazon.com/images/I/81j7bncRwwL._AC_SL1500_.jpg,Part of a 6 pack of scents,air fresheners
316,Folkculture,Diffusable Essential Oils,"White Sage, Mint","Stars, Crystal Ball, Third Eye","Amber, Green, Black ",Female,https://m.media-amazon.com/images/I/81j7bncRwwL._AC_SL1500_.jpg,Part of a 6 pack of scents,air fresheners
317,Folkculture,Diffusable Essential Oils,"White Sage, Mint","Stars, Crystal Ball, Third Eye","Amber, Green, Black ",Female,https://m.media-amazon.com/images/I/81j7bncRwwL._AC_SL1500_.jpg,Part of a 6 pack of scents,air fresheners
318,Folkculture,Diffusable Essential Oils,"White Sage, Mint","Stars, Crystal Ball, Third Eye","Amber, Green, Black ",Female,https://m.media-amazon.com/images/I/81j7bncRwwL._AC_SL1500_.jpg,Part of a 6 pack of scents,air fresheners
319,Speed Stick,Deodorant,Xtreme Fresh,,"blue, gray, green",Male,https://www.ebay.com/itm/405024604596?chn=ps&norover=1&mkevt=1&mkrid=711-166974-028196-7&mkcid=2&mkscid=101&itemid=405024604596&targetid=2314589495274&device=c&mktype=pla&googleloc=9018833&poi=&campaignid=20900338485&mkgroupid=161358709818&rlsatarget=pla-2314589495274&abcId=9363745&merchantid=6296724&geoid=9018833&gad_source=4&gclid=Cj0KCQjw-ai0BhDPARIsAB6hmP7Th8SzO9YaAgIO9OgYFtKFY708Exir-lhMxcoXCCkSDo7RR14xJ-UaAqRXEALw_wcB,,deodorants
320,Iroiro,Hair Dye,Yuzu cranberry,,"Gray, Blue",,https://www.sallybeauty.com/hair-color/shop-by-type/permanent-hair-color/30-violet-premium-natural-semi-permanent-hair-color/SBS-005924.html?_gl=1*1yuv4nk*_up*MQ..&gclid=CjwKCAjw1920BhA3EiwAJT3lSZmREaYH0REmtEBFvC5rhVmhD7vSnoXi1KZJCVasa8S3RtNxT8uehRoCq38QAvD_BwE,"Vegan, cruelty free",hair care
321,PALMPERFECT Electric Shaver Women, Electric Shaver,,Razors,"purple, green, pink",Female,https://a.co/d/7576f9T,,hair removal
322,maxpearl hair remover men,"Beads, melting pot, digital ",,Bare Male chest,"grey, white, black",Male,https://m.media-amazon.com/images/I/5187OdUIHBL._SX300_SY300_QL70_FMwebp_.jpg,"long lasting, softens hair, less grows back",hair removal
323,Kotamu waxing kit ,"Beads, melting pot, digital ",,"People getting waxed, multiple women getting waxed","tan, white, black",,https://m.media-amazon.com/images/I/516K02tl1gL._SX300_SY300_QL70_FMwebp_.jpg,"vegan, organic, painless, easy to use",hair removal
324,Phillips Norelco Oneblade,"beard, hair trimmer",,Razor head,"green, yellow",,https://a.co/d/8KewFnR,,hair removal
325,Phillips Norelco Oneblade,"beard, hair trimmer",,Razor head,"green, yellow",,https://a.co/d/8KewFnR,,hair removal
326,Phillips Norelco Oneblade,"beard, hair trimmer",,Razor head,"green, yellow",,https://a.co/d/8KewFnR,,hair removal
327,Keyshine,body hair trimmer,,,"Black, Blue, silver",Male,https://a.co/d/3qq2M2M,,hair removal
328,Hairitage,Conditioner,,Tree,Pale peach,,https://i5.walmartimages.com/asr/658d7bfa-b3a3-4cd8-9d5c-eb28c8a51692.5df8764156a94b761dad3d95637b2863.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,,hair care
329,Kristin Ess,Conditioner,,,Pale peach,,https://target.scene7.com/is/image/Target/GUEST_c5c2f8e1-d836-4104-b155-c2533f3baf97?wid=488&hei=488&fmt=pjpeg,"No scent, but described as ""extra gentle""",hair care
330,Hask,Conditioner,,"plant, branch, mandala","Dark brown, bright blue, white ",,https://i.ebayimg.com/images/g/g~QAAOSw83Jj6MLz/s-l1200.webp,"No scent listed, product described as ""Argan Oil from Morocco"", ""Repairing Conditioner""",hair care
331,"Heads, Shoulders",Conditioner,,Pink hibiscus flower,"Pink, blue",,https://images.heb.com/is/image/HEBGrocery/002528568-8?jpegSize=150&hei=1400&fit=constrain&qlt=75,"No scent, listed as ""silky, smooth""",hair care
332,Aussie,Conditioner,,"kangaroo, avocado slice","Purple, blue ",,https://images.ctfassets.net/r62kv71tcwon/6JBbU6uVpZoVlvRkxggfZZ/227a92ed920701cbf52db8249dc484fb/00381519187070_C1N1_dt.png,"No scent, product listed as ""Miracle Moist""",hair care
333,Garnier Fructis,Conditioner,,"pill icon, coconut","Bright green, purple",,https://www.garnierusa.com/-/media/project/loreal/brand-sites/garnier/usa/us/products/fructis/curl-nourish/2023/curl-nourish-conditioner-22oz/front-pack-shot-png.png?rev=26233fbdd3104cb48768f6e566578656&hash=2D36F7B7F0351C17808EE36BD669D37D,"No scent, product described as ""Curl Nourish""",hair care
334,L'Oreal Elvive,Conditioner,,Water droplet,"Light purple, bright pink ",,https://storage.googleapis.com/images-bks-prd-1385851.bks.prd.v8.commerce.mi9cloud.com/product-images/detail/f132bdce-bce2-42d2-ab52-b7fd15ab463e.jpeg,"No scent, described as ""Hyaluron Pump""",hair care
335,Pantene,Conditioner,,Pill icon,"white, gold",,https://target.scene7.com/is/image/Target/GUEST_e66e2180-01ba-4e8f-ad7a-8e24e5bfee64?wid=488&hei=488&fmt=pjpeg,"Described as ""Daily Moisture Renewal""",hair care
336,Pantene,Conditioner,,Pill icon,"gold, blue",,https://i5.walmartimages.com/seo/Pantene-Pro-V-Classic-Clean-nourishing-Daily-Conditioner-28-9-fl-oz_c5a13dd8-c8ac-4da0-a517-ab8a810f3f0c.f7f5e833af99c8ed76b5db95363b89ea.jpeg,"Described as ""Classic Clean""",hair care
337,Tresemme,Conditioner,,,"white, blue",,https://m.media-amazon.com/images/I/71w5LWyfNPL.jpg,"Described as ""Silky, Smooth""",hair care
338,Tresemme,Conditioner,,Glitter ,Gold,,https://target.scene7.com/is/image/Target/GUEST_6f821e01-e545-46fe-8d14-fe2ad4104e7f?wid=488&hei=488&fmt=pjpeg,"Described as ""Rich Moisture""",hair care
339,"Okamoto Industries, Inc.",Condom,,,"red, blue, black",Male,https://img.pcstore.com.tw/~prod/M83687558_big1.jpg?pimg=static&P=1678113337,,contraception & safe sex
